_obj ID,_obj type,_county,_estate,_latitude,_longitude,_accuracy,_distance from Daugava,_spelling,_language,_standardized,DELETE,_source,_match factor,_comment,_etymology,_alternative etymology,_inherited,_reliability,_source language,_attestation,_meaning,_category,_name,_period,_source text,_editor
nicgales,house,435 dignāja,unclear,"56,4126","26,0579",0,no,nīcgales,latvian,unclear,,LĢIA 54969,n/a,no comment,"nom.-acc.pl. of nīcgale 'river mouth end.' Also a FN (LUV). | Compound of nîca2 'place downstream' and compositional V of gals 'end.' | ME 2, 746 s.v. nīcgals.",no comment,recent,reliable,original word,latvian,river mouth end,riverscape; orientation,yes,modern,no comment,aigars
nicgales kapi,cemetery,444 nīcgale,unclear,"56,1410","26,3423",0,no,nīcgales kapi,latvian,unclear,,LĢIA 122593,n/a,no comment,"nīcgales kapi 'Nīcgale cemetery.' Also a FN, cf. Nīcgale (LUV). | Gen.sg. of nīcgale 'river mouth end.' Compound of nîca2 'place downstream' and compositional V of gals 'end.' | ME 2, 746 s.v. nīcgals.",no comment,recent,reliable,original word,latvian,river mouth end,riverscape; orientation,yes,modern,no comment,aigars
nicgales kapi,cemetery,444 nīcgale,unclear,"56,1410","26,3423",0,no,neicgaļa kapi,latvian,partly,,LĢIA 122593,n/a,no comment,"partly standardized V of nīcgaļa kapi 'Nīcgalis cemetery.' Also a FN, cf. Nīcgalis (LUV). | Gen.sg. of nīcgalis 'river mouth end.' Compound of nîca2 'place downstream' and compositional V of gals 'end.' | ME 2, 746 s.v. nīcgals.",no comment,recent,reliable,original word,latvian,river mouth end,riverscape; orientation,yes,modern,no comment,aigars
nicgales kapi,cemetery,444 nīcgale,unclear,"56,1410","26,3423",0,no,neicgaļa kopi,latvian,unclear,,LĢIA 122593,n/a,no comment,"dial. or Latg. for nīcgaļa kapi 'Nīcgalis cemetery.' Also a FN, cf. Nīcgalis (LUV). | Gen.sg. of nīcgalis 'river mouth end.' Compound of nîca2 'place downstream' and compositional V of gals 'end.' | ME 2, 746 s.v. nīcgals.",no comment,recent,reliable,original word,latvian,river mouth end,riverscape; orientation,yes,modern,no comment,aigars
nicgales muiza,village,444 nīcgale,unclear,"56,1446","26,3459",0,no,nīcgales muiža,latvian,unclear,,LĢIA 936,n/a,no comment,"nīcgales muĩža 'Nīcgale estate.' Also a FN, cf. Nīcgale (LUV). | Syntagm of gen.sg. of nīcgale 'river mouth end' and muĩža 'estate.' | AK.",no comment,recent,reliable,original word,latvian,river mouth end estate,riverscape; administration; orientation,yes,modern,no comment,aigars
nicgales muiza,village,444 nīcgale,unclear,"56,1446","26,3459",0,no,neicgaļa muiža,latvian,unclear,,LĢIA 936,n/a,no comment,"dial. or Latg. for nīcgaļa muĩža 'Nīcgalis estate.' Also a FN, cf. Nīcgalis (LUV). | Syntagm of gen.sg. of nīcgalis 'river mouth end' and muĩža 'estate.' | AK.",no comment,recent,reliable,original word,latvian,river mouth end estate,riverscape; administration; orientation,yes,modern,no comment,aigars
nicgalis,estate,444 nīcgale,unclear,"56,1467","26,3389",0,no,nîcgalis,latvian,yes,,"E 1925, 170",high,no comment,"nīcgalis 'river mouth end.' Also a FN (LUV). | Compound of nîca2 'place downstream' and compositional V of gals 'end.' | ME 2, 746 s.v. nīcgals.",no comment,recent,reliable,original word,latvian,river mouth end,riverscape; orientation,yes,modern,no comment,aigars
nicgalis,farm estate,444 nīcgale,unclear,"56,1467","26,3389",0,no,nicgales pmž.,latvian,unclear,,AŠĢTD 78,high,no comment,"nīcgales pusmuĩža 'Nīcgale farm estate.' Also a FN, cf. Nīcgale (LUV). | Gen.sg. of nīcgale 'river mouth end.' Compound of nîca2 'place downstream' and compositional V of gals 'end.' | ME 2, 746 s.v. nīcgals.",no comment,recent,reliable,original word,latvian,river mouth end,riverscape; orientation,yes,modern,no comment,aigars
nicgalis,house,444 nīcgale,unclear,"56,1467","26,3389",0,no,muižnieki,latvian,unclear,,LĢIA 127906,high,no comment,"nom.pl. of muĩžniẽks 'estate owner.' Also a FN (LUV). | nieka-derivation to muĩža 'estate' ← Liv. mo͕ì̯zə̑, perhaps via Ru. mýza (ME 2, 662). | ME 2, 662.",no comment,recent,reliable,original word,latvian,estate owner,administration,yes,modern,no comment,aigars
nichnaukas pusmuiza,farm estate,456 laucesa,unclear,"55,8933","26,4644",0,no,nichnaukas pmž,latvian,unclear,,AŠĢTD 79,n/a,no comment,nihnaukas pusmuĩža 'Nichnauka farm estate.' | Gen.sg. of nichnauka. Unclear meaning and etymology. | AK.,no comment,unclear,unclear,unclear,latvian,unclear,unclear,no,modern,no comment,aigars
niderkuni,neighborhood,456 laucesa,unclear,"55,8548","26,4920",0,no,nīderkūni,latvian,unclear,,LĢIA 61296,n/a,no comment,"pl.tant. nīderkūni 'Lower Kuhnen.' | Borrowed from HG TN Niederkuhnen, compound of nieder 'lower' and FN Kuhn. | AK.",no comment,borrowed,reliable,high german,latvian,Kuhn,foreign names (germanic),no,modern,no comment,aigars
niderkuni,neighborhood,456 laucesa,unclear,"55,8548","26,4920",0,no,nīderkuni,latvian,unclear,,LĢIA 61296,n/a,no comment,"error for pl.tant. nīderkūni 'Lower Kuhnen.' | Borrowed from HG TN Niederkuhnen, compound of nieder 'lower' and FN Kuhn. | AK.",no comment,borrowed,reliable,high german,latvian,Kuhn,foreign names (germanic),no,modern,no comment,aigars
niderkuni,neighborhood,456 laucesa,unclear,"55,8548","26,4920",0,no,niederkuhnen,high german,unclear,,LĢIA 61296,n/a,no comment,"niederkuhnen 'Lower Kuhnen.' Compound of nieder- 'lower' and FN Kuhn (DFD). Also a FN (LUV), cf. also HG Kuhn (DFD). | Patronymic based on PN Kuhn which is a short form of Konrad or Kunibert. | DFD s.v. Kuhn.",no comment,inherited,reliable,original word,high german,Kuhn,foreign names (germanic),yes,modern,no comment,aigars
nieciskas,village,452 naujene,unclear,"55,8931","26,7347",0,no,niêciškas,latvian,yes,,"E 1925, 171; LVV 2, 482",high,no comment,nom.-acc.pl. of niêcišķa. | Unclear meaning and etymology. | AK.,no comment,unclear,unclear,unclear,latvian,unclear,unclear,no,modern,no comment,aigars
nieciskas,village,452 naujene,unclear,"55,8931","26,7347",0,no,neiciškas,latvian,unclear,,LĢIA 60338,high,no comment,dial. for nom.-acc.pl. of nīcišķa. | Unclear meaning and etymology. | AK.,no comment,unclear,unclear,unclear,latvian,unclear,unclear,no,modern,no comment,aigars
nieciskas,village,452 naujene,unclear,"55,8931","26,7347",0,no,nitiši,latvian,unclear,,AŠĢTD 88; LĢIA 60338,high,house in AŠĢTD,nom.pl. of nitišs. Also a FN (LUV). | Unclear meaning and etymology. | AK.,no comment,unclear,unclear,unclear,latvian,unclear,unclear,yes,modern,no comment,aigars
nieciskas,village,452 naujene,unclear,"55,8931","26,7347",0,no,niciši,latvian,unclear,,LĢIA 60338,high,no comment,nom.pl. of nicišs. Also a FN (LUV). | Unclear meaning and etymology. | AK.,no comment,unclear,unclear,unclear,latvian,unclear,unclear,yes,modern,no comment,aigars
niedraji 1,house,436 līvāni,unclear,"56,2606","26,2242",0,no,niedrāji,latvian,unclear,,LĢIA 129835,n/a,no comment,"nom.pl. of niêdrãjs 'reed bank.' Also a FN (LUV). | āja-derivation to niêdre 'reed (phragmites communis); gun barrel; cane' which is cognate with Lt. néndrė and further related to Skt. nadaḥ 'reed' Arm. net 'arrow' a.o. | ALEW s.v. néndrė; Derksen 2015, 332; LEW 493; ME 2, 749 s.v. niêdrãjs & niêdre; SEJL 804.",no comment,inherited,reliable,original word,latvian,reed bank,herbaceous plants; riverscape,yes,modern,no comment,aigars
niedrāji 2,house,443 dviete,unclear,"56,1735","26,2951",0,no,niedrāji,latvian,unclear,,LĢIA 126498,n/a,no comment,"nom.pl. of niêdrãjs 'reed bank.' Also a FN (LUV). | āja-derivation to niêdre 'reed (phragmites communis); gun barrel; cane' which is cognate with Lt. néndrė and further related to Skt. nadaḥ 'reed' Arm. net 'arrow' a.o. | ALEW s.v. néndrė; Derksen 2015, 332; LEW 493; ME 2, 749 s.v. niêdrãjs & niêdre; SEJL 804.",no comment,inherited,reliable,original word,latvian,reed bank,herbaceous plants; riverscape,yes,modern,no comment,aigars
niedres,house,452 naujene,unclear,"55,9293","26,6999",0,no,niedres,latvian,unclear,,LĢIA 126665,n/a,no comment,"nom.-acc.pl. of niêdre 'reed (phragmites australis); cane.' Also a FN (LUV). | Cognate with Lt. néndrė and further related to Skt. nadaḥ 'reed' Arm. net 'arrow' a.o. | ALEW s.v. néndrė; Derksen 2015, 332; LEW 493; ME 2, 749; SEJL 804.",no comment,inherited,reliable,original word,east baltic,reed; cane,tools; herbaceous plants,yes,modern,no comment,aigars
niedrite,house,436 līvāni,unclear,"56,3692","26,1728",0,no,niedrīte,latvian,yes,,"E 1925, 171",high,no comment,"nom.sg. of D to niêdre 'reed (phragmites communis); gun barrel; cane.' Also a FN, cf. LUV s.v. Niedre & Niedrīte. | Cognate with Lt. néndrė and further related to Skt. nadaḥ 'reed' Arm. net 'arrow' a.o. | ALEW s.v. néndrė; Derksen 2015, 332; LEW 493; ME 2, 749; SEJL 804.",no comment,inherited,reliable,original word,east baltic,reed,herbaceous plants,yes,modern,no comment,aigars
niedrite,house,436 līvāni,unclear,"56,3692","26,1728",0,no,niedrītes,latvian,unclear,,LĢIA 126802,high,no comment,"nom.-acc.pl. of D to niêdre 'reed (phragmites communis); gun barrel; cane.' Also a FN, cf. LUV s.v. Niedre & Niedrīte. | Cognate with Lt. néndrė and further related to Skt. nadaḥ 'reed' Arm. net 'arrow' a.o. | ALEW s.v. néndrė; Derksen 2015, 332; LEW 493; ME 2, 749; SEJL 804.",no comment,inherited,reliable,original word,east baltic,reed,herbaceous plants,yes,modern,no comment,aigars
niedrupite,stream,443 dviete,unclear,"56,1618","26,2963",0,no,niedrupīte,latvian,unclear,,LĢIA 95954,n/a,no comment,"nom.sg. of D to niêdrupe 'reed stream.' Also a FN, cf. LUV s.v. Niedre. | Cognate with Lt. néndrė and further related to Skt. nadaḥ 'reed' Arm. net 'arrow' a.o. | ALEW s.v. néndrė; Derksen 2015, 332; LEW 493; ME 2, 749; SEJL 804.",no comment,inherited,reliable,original word,east baltic,reed,herbaceous plants,yes,modern,no comment,aigars
niedrupites,house,443 dviete,unclear,"56,1580","26,3045",0,no,niedrupītes,latvian,unclear,,LĢIA 126500,n/a,no comment,"nom.-acc.pl. of D to niêdrupe 'reed stream.' | Compound of niêdre 'reed (phragmites communis); gun barrel; cane' and upe 'stream, river.' | AK.",no comment,recent,reliable,original word,latvian,reed stream,herbaceous plants; riverscape,no,modern,no comment,aigars
nikalajevkas pmz,farm estate,458 saliena,unclear,"55,8807","26,8291",100,no,ņikalajevkas pmž,latvian,unclear,,AŠĢTD 88,n/a,no comment,"ņikalajevkas pusmuĩža 'Nikalajevka farm estate.' | Gen.sg. of ņikalajevka ← Ru. TN Nikoláevka, ka-derivation to FN Nikoláev, itself the gen.pl. of PN Nikoláj. | AK.",no comment,borrowed,reliable,russian,latvian,Nikolaev,foreign names (greek and latin); foreign names (slavic),no,modern,no comment,aigars
nikiforovu majas,house,431 vīpe,unclear,"56,4089","26,0936",0,no,nikiforovu mājas,latvian,unclear,,LĢIA 132153,n/a,no comment,"nikiforovu mãjas 'Nikiforovs' house.' Also a FN (LUV). | Gen.pl. of FN Nikiforovs ← Ru. FN Nikiforov, gen.pl. of PN Nikífor. Ultimately from Gr. Νικήφορος 'carrying victory.' | AK.",no comment,borrowed,reliable,russian,latvian,Nikiforov,foreign names (greek and latin); foreign names (slavic),yes,modern,no comment,aigars
nitiski,house,506 krāslava,unclear,"55,9095","27,1418",0,no,nitišķi,latvian,yes,,LĢIA unreg.,n/a,no comment,"nom.pl. of nitišķis 'of Nick.' | iskii̯o-derivation to Lt. FN Nìtas 'Nick' (LPDB), a patronymic based on a HC to PN Nicolaus. Possibly from HG, cf. PN (?) Nitho and Niete. | LPDB s.v. Nitas.",no comment,recent,possible,original word,latvian,of Nick,foreign names (greek and latin); foreign names (lithuanian),no,modern,no comment,aigars
nitisu gravis,river,452 naujene,unclear,"55,8872","26,7300",0,no,nitišu grāvis,latvian,unclear,,LĢIA 131609,n/a,no comment,"nitišu grãvis 'Nitiši ditch.' Also a FN, cf. Nitišs (LUV). | Gen.pl. of FN Nitišs. Unclear etymology. | AK.",no comment,unclear,unclear,unclear,latvian,unclear,unclear,yes,modern,no comment,aigars
nivas,house,458 saliena,unclear,"55,8799","26,8257",0,no,ņivas,latvian,unclear,,LĢIA 132124,n/a,no comment,nom.-acc.pl. of ņiva 'field.' | Borrowed from Ru. níva 'cornfield; field.' | AK.,no comment,borrowed,reliable,russian,latvian,field,agriculture,no,modern,no comment,aigars
nizgalani,village,455 svente,unclear,"55,9816","26,3835",0,no,nizgalāni,latvian,unclear,,AŠĢTD 79,high,no comment,"error for nom.pl. of nīcgalȩ̃ns 'river mouth end dweller.' | ēna-derivation to nīcgale 'river mouth end.' | ME 2, 746 s.v. nīcgaliẽtis.",no comment,recent,reliable,original word,latvian,river mouth end dweller,riverscape; orientation,no,modern,no comment,aigars
nizgalani,village,455 svente,unclear,"55,9816","26,3835",0,no,nīcgale,latvian,unclear,,LĢIA 983,high,no comment,"nīcgale 'river mouth end.' Also a FN (LUV). | Compound of nîca2 'place downstream' and compositional V of gals 'end.' | ME 2, 746 s.v. nīcgals.",no comment,recent,reliable,original word,latvian,river mouth end,riverscape; orientation,yes,modern,no comment,aigars
nolpessala 1,house,215 salaspils,unclear,"56,8524","24,3060",500,no,nolpessala,latvian,unclear,,"E 1922, 58",n/a,coordinates approximated on the basis of nolpessala 2,"nolpessala 'monkey island.' | Syntagm of gen.sg. of nolpe 'monkey' (← Po. małpa, cf. Lt. nolpà) and sala 'island.' | AK.",no comment,recent,unclear,original word,latvian,monkey island,"wildlife, riverscape",no,modern,no comment,aigars
nolpessala 2,island,215 salaspils,unclear,"56,8524","24,3060",0,no,nulpes sl.,latvian,unclear,,AŠĢTD 39,high,no comment,"nulpes sala 'monkey island.' | Gen.sg. of nulpe 'monkey' ← Po. małpa, perhaps via Lt. nolpà. | AK.",no comment,borrowed,unclear,polish,latvian,monkey,wildlife,no,modern,no comment,aigars
nolpessala 2,island,215 salaspils,unclear,"56,8524","24,3060",0,no,nolponholm,high german,unclear,,WRK,high,no comment,"nolponholm 'monkey islet.' | Borrowed from Lv. nolpe or Lt. nolpà 'monkey,' itself from Po. małpa. | AK.",no comment,borrowed,unclear,polish,high german,monkey,wildlife,no,modern,no comment,aigars
novicki,house,435 dignāja,unclear,"56,2226","26,1731",0,no,novicki,latvian,unclear,,LĢIA 55402,n/a,no comment,nom.pl. of FN novickis 'Nowicki' (LUV). | Borrowed from Po. FN Nowicki (ISNP). | AK.,no comment,borrowed,reliable,polish,latvian,Nowicki,foreign names (slavic),yes,modern,no comment,aigars
novij dvor,house,510 indra,unclear,"55,8044","27,4161",0,no,novij dvor,russian,n/a,,AŠĢTD 97,n/a,no comment,"nóvyj dvór 'new farmyard.' Also a FN, cf. Novijs (LUV). | Cognate with Skt. návaḥ Lat. novus a.o. and further related to Lt. naũjas Go. niujis a.o. | REW 3, 78.",no comment,inherited,reliable,original word,indo-european,new,qualities,yes,modern,no comment,aigars
noviku mezs,forest,506 krāslava,unclear,"55,8916","26,9448",0,no,noviku mežs,latvian,unclear,,LĢIA 68495,n/a,no comment,"noviku mežs 'Noviki forest.' Also a FN, cf. Noviks (LUV) and also Lt. Nòvikas (LPDB) Po. Nowik (ISNP). | Borrowed from Po. Nowik Ru. or BRu. Novik or perhaps Lt. Nòvikas. Originally Slavic, ik-derivation to nov 'new.' | LPDB s.v. Navìkas.",no comment,borrowed,reliable,slavic,latvian,new,qualities,yes,modern,no comment,aigars
novinki,village,506 krāslava,unclear,"55,8926","26,9360",0,no,novinki,latvian,unclear,,AŠĢTD 88,high,no comment,"error for nom.pl. of FN noviks (LUV), cf. also Lt. Nòvikas (LPDB) Po. Nowik (ISNP). | Borrowed from Po. Nowik Ru. or BRu. Novik or perhaps Lt. Nòvikas. Originally Slavic, ik-derivation to nov 'new.' | LPDB s.v. Navìkas.",Ru. nom.-acc.pl. novínki 'novelty' or Po. nowinki 'novelty; piece of news.',borrowed,possible,slavic,latvian,new,qualities,yes,modern,no comment,aigars
novinki,village,506 krāslava,unclear,"55,8926","26,9360",0,no,noviki,latvian,unclear,,LĢIA 62805,high,no comment,"nom.pl. of FN noviks (LUV), cf. also Lt. Nòvikas (LPDB) Po. Nowik (ISNP). | Borrowed from Po. Nowik Ru. or BRu. Novik or perhaps Lt. Nòvikas. Originally Slavic, ik-derivation to nov 'new.' | LPDB s.v. Navìkas.",no comment,borrowed,reliable,slavic,latvian,new,qualities,yes,modern,no comment,aigars
novinki seta,house,452 naujene,unclear,"55,8786","26,6083",0,no,novinki sēta,latvian,unclear,,LĢIA 133454,n/a,no comment,novinki sȩ̃ta 'Novinki yard.' | Borrowed from Ru. nom.-acc.pl. of novínka 'novelty.' | AK.,from Po. nowinka 'novelty; piece of news.',borrowed,possible,russian,latvian,novelty,qualities,no,modern,no comment,aigars
novo aleksandrovo,village,510 indra,unclear,"55,8217","27,3926",0,no,novo-aleksandrovo,russian,n/a,,AŠĢTD 97,high,no comment,"nóvo-aleksándrovo 'new aleksandrovo.' Also a FN, cf. Aleksandrovs (LUV). | Derived from FN Aleksándrov 'of Alexander,' gen.pl. of PN Aleksándr 'Alexander.' Ultimately from Gr. ἀλέξανδρος 'repelling men (enemies).' AK.",no comment,recent,reliable,original word,russian,"Alexander, of",foreign names (greek and latin); foreign names (slavic),yes,modern,no comment,aigars
novo aleksandrovo,village,510 indra,unclear,"55,8217","27,3926",0,no,novoaleksandrova,latvian,unclear,,LĢIA 87085,high,no comment,"novoaleksandrova ← Ru. nóvo-aleksándrovo 'new aleksandrovo.' Also a FN, cf. Aleksandrovs (LUV). | Derived from Ru. FN Aleksándrov 'of Alexander,' gen.pl. of PN Aleksándr 'Alexander.' Ultimately from Gr. ἀλέξανδρος 'repelling men (enemies).' AK.",no comment,borrowed,reliable,russian,latvian,"Alexander, of",foreign names (greek and latin); foreign names (slavic),yes,modern,no comment,aigars
novoselci,village,509 kaplava,unclear,"55,8355","27,3220",0,no,novoseļci,russian,n/a,,AŠĢTD 97; LĢIA 65271,high,house in AŠĢTD,nom.pl. of novosélec 'new settler.' | Compound of nóvyj 'new' and *sélec 'settler.' | AK.,no comment,inherited,reliable,original word,russian,settler,settlement,no,modern,no comment,aigars
novoselci,house,509 kaplava,unclear,"55,8463","27,3207",0,no,novoseļci,russian,n/a,,AŠĢTD 97,n/a,no comment,nom.pl. of novosélec 'new settler.' | Compound of nóvyj 'new' and *sélec 'settler.' | AK.,no comment,inherited,reliable,original word,russian,settler,settlement,no,modern,no comment,aigars
novoselci,house,509 kaplava,unclear,"55,8375","27,3338",0,no,novoseļci,russian,n/a,,AŠĢTD 97,n/a,no comment,nom.pl. of novosélec 'new settler.' | Compound of nóvyj 'new' and *sélec 'settler.' | AK.,no comment,inherited,reliable,original word,russian,settler,settlement,no,modern,no comment,aigars
nuokalni,house,346 aizkraukle,aizkraukle,"56,5922","25,2464",0,no,nuokalni,latvian,yes,,"AŠĢTD 58; E 1922, 34; LĢIA 134527",high,no comment,"nom.pl. of nuõkal̂ns 'slope.' Also a FN (LUV). | Compound of nuo 'from' and kal̂ns 'hill, mountain.' Cognate with Lt. núokalnė~núokalnis. | ME 2, 793 s.v. nuõkal̂ne.",no comment,inherited,reliable,original word,east baltic,slope,landscape,yes,modern,no comment,aigars
nuoles 1,house,215 salaspils,unclear,"56,8585","24,2953",500,no,noles,latvian,unclear,,AŠĢTD 39,n/a,no comment,"nom.-acc.pl. of nuole 'slippery rock.' | ē-stem V of nuõlis. Unclear etymology. | ME 2, 811 s.v. nuõlis.",from MLG nole 'waffle.',unclear,unclear,unclear,latvian,slippery stone,minerals and mining,no,modern,no comment,aigars
